RUEE,Rule,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD
1205001,3050138,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1205001,3050138,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1205001,3050138,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1205001,3050138,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1205001,3050138,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205001,3050138,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1205001,3050138,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1205001,3050138,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205001,3050138,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1205002,3050140,4, ,NOCTURNO,1994,ANUAL
1205002,3050140,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205002,3050140,1, ,MATUTINO EXTENDIDO,2013,ANUAL/SEMESTRAL
1205002,3050140,1, ,NOCTURNO,0,ANUAL
1205002,3050140,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205002,3050140,2, ,NOCTURNO,0,ANUAL
1205002,3050140,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205002,3050140,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205002,3050140,3, ,NOCTURNO,0,ANUAL
1205003,3050143,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205003,3050143,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205003,3050143,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205003,3050143,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205004,3050145,4, ,NOCTURNO,1994,SEMESTRAL
1205004,3050145,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1205004,3050145,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1205004,3050145,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205004,3050145,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205004,3050145,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205004,3050145,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1205004,3050145,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205004,3050145,2, ,NOCTURNO,0,ANUAL
1205004,3050145,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205004,3050145,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205004,3050145,3, ,NOCTURNO,0,ANUAL
1205005,3050148,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1205005,3050148,4, ,NOCTURNO,1994,ANUAL
1205005,3050148,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1205005,3050148,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1205005,3050148,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205005,3050148,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205005,3050148,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205005,3050148,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205005,3050148,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205005,3050148,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,4, ,NOCTURNO,1994,ANUAL
1205006,3050150,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1205006,3050150,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1205006,3050150,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205006,3050150,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205006,3050150,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205006,3050150,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205006,3050150,1, ,NOCTURNO,0,ANUAL
1205006,3050150,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205006,3050150,2, ,NOCTURNO,0,ANUAL
1205006,3050150,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205006,3050150,3, ,NOCTURNO,0,ANUAL
1205007,3050147,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,4, ,NOCTURNO,1994,SEMESTRAL
1205007,3050147,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1205007,3050147,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1205007,3050147,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205007,3050147,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205007,3050147,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1205007,3050147,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205007,3050147,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1205007,3050147,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205007,3050147,2, ,NOCTURNO,0,ANUAL
1205007,3050147,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205007,3050147,3, ,NOCTURNO,0,ANUAL
1205008,3050151,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,4, ,NOCTURNO,1994,ANUAL
1205008,3050151,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1205008,3050151,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1205008,3050151,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205008,3050151,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205008,3050151,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205008,3050151,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205008,3050151,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205008,3050151,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205009,3050149,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205009,3050149,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205009,3050149,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205009,3050149,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1205010,3050144,1, ,INTERMEDIO EXTENDIDO,0,ANUAL
1205010,3050144,2, ,INTERMEDIO EXTENDIDO,0,ANUAL
1205010,3050144,3, ,INTERMEDIO EXTENDIDO,0,ANUAL
1205011,3050142,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205011,3050142,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1205018,3050141,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1205018,3050141,4, ,NOCTURNO,1994,SEMESTRAL
1205018,3050141,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1205018,3050141,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1205018,3050141,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1205018,3050141,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1205018,3050141,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1205018,3050141,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1205018,3050141,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205018,3050141,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1205018,3050141,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1205018,3050141,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1205019,3050139,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1205019,3050139,1, ,INTERMEDIO EXTENDIDO,0,SEMESTRAL
1205019,3050139,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1205019,3050139,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205019,3050139,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205022,3050146,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1205022,3050146,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1205022,3050146,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1206001,3060089,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1206001,3060089,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1206001,3060089,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1206001,3060089,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206001,3060089,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206001,3060089,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1206002,3060096,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,4, ,NOCTURNO,1994,ANUAL
1206002,3060096,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206002,3060096,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206002,3060096,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206002,3060096,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206003,3060093,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206003,3060093,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206003,3060093,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1206003,3060093,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1206003,3060093,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206003,3060093,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206003,3060093,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206003,3060093,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1206004,3060090,4, ,NOCTURNO,1994,SEMESTRAL
1206004,3060090,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1206004,3060090,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206004,3060090,1, ,INTERMEDIO EXTENDIDO,0,ANUAL/SEMESTRAL
1206004,3060090,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1206004,3060090,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1206004,3060090,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206004,3060090,2, ,INTERMEDIO EXTENDIDO,0,ANUAL/SEMESTRAL
1206004,3060090,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1206004,3060090,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1206004,3060090,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206004,3060090,3, ,INTERMEDIO EXTENDIDO,0,ANUAL/SEMESTRAL
1206004,3060090,3, ,NOCTURNO,0,ANUAL
1206005,3060095,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1206005,3060095,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,1, ,MATUTINO EXTENDIDO,0,SEMESTRAL
1206006,3060092,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,2, ,MATUTINO EXTENDIDO,0,SEMESTRAL
1206006,3060092,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1206006,3060092,3, ,MATUTINO EXTENDIDO,0,SEMESTRAL
1206008,3060094,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1206008,3060094,1, ,MATUTINO EXTENDIDO,0,ANUAL
1206008,3060094,2, ,MATUTINO EXTENDIDO,0,ANUAL
1206008,3060094,3, ,MATUTINO EXTENDIDO,0,ANUAL
1206012,3060091,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1206012,3060091,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206012,3060091,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1206012,3060091,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1206012,3060091,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1206012,3060091,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1207001,3070040,4, ,INTERMEDIO,2006,ANUAL
1207001,3070040,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1207001,3070040,5,DIV.ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1207001,3070040,5,DIV.BIOLOGICA,INTERMEDIO,2006,ANUAL
1207001,3070040,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1207001,3070040,5,DIV.CIENTIFICA,INTERMEDIO,2006,ANUAL
1207001,3070040,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1207001,3070040,5,DIV.HUMANISTICA,INTERMEDIO,2006,ANUAL
1207001,3070040,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1207001,3070040,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1207001,3070040,6,ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1207001,3070040,6,CIENCIAS AGRARIAS,INTERMEDIO,2006,ANUAL
1207001,3070040,6,CIENCIAS BIOLOGICAS,INTERMEDIO,2006,ANUAL
1207001,3070040,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1207001,3070040,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1207001,3070040,6,FISICO MATEMATICO,VESPERTINO,2006,ANUAL
1207001,3070040,6,MATEMATICA Y DISEÑO,VESPERTINO,2006,ANUAL
1207001,3070040,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1207001,3070040,6,SOCIAL ECONOMIA,VESPERTINO,2006,ANUAL
1207001,3070040,6,SOCIAL HUMANISTICO,INTERMEDIO,2006,ANUAL
1207001,3070040,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1207001,3070040,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1207001,3070040,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1207001,3070040,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1207002,3070042,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1207003,3070041,4, ,NOCTURNO,1994,SEMESTRAL
1207003,3070041,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1207003,3070041,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1207003,3070041,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1207003,3070041,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1207003,3070041,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1207003,3070041,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1207003,3070041,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1207003,3070041,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1208001,3080106,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1208001,3080106,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1208001,3080106,4, ,NOCTURNO,1994,SEMESTRAL
1208001,3080106,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1208001,3080106,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
