Ruee Calculado,Rule Calculado,MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,ITALIANO,NOCTURNO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,ITALIANO,UNICO
1414020,5140100,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1414020,5140100,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,MATUTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,LITERATURA,UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,UNICO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1414020,5140100,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1414020,5140100,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1414020,5140100,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1414020,5140100,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1414020,5140100,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,FISICA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA, 
1405021,5050164,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1405021,5050164,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1405021,5050164,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1405021,5050164,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1405021,5050164,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1415022,5150126,,CERTIFICACION,CERTIFICACION,CERTIFICACIÓN DE LENGUAS EXTRANJERAS,
1415022,5150126,,GRADO,PROFESORADO,FRANCES,
1415022,5150126,,GRADO,PROFESORADO,ITALIANO,
1415022,5150126,,GRADO,PROFESORADO,PORTUGUES,
1415022,5150126,,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,
1415022,5150126,,GRADO,PROFESORADO,DERECHO,
1415022,5150126,,GRADO,PROFESORADO,FILOSOFIA,
1415022,5150126,,GRADO,PROFESORADO,HISTORIA,
1415022,5150126,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1415022,5150126,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1415022,5150126,,GRADO,PROFESORADO,LITERATURA,
1415022,5150126,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1415022,5150126,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,NOCTURNO
1415022,5150126,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1415022,5150126,,GRADO,PROFESORADO,MATEMATICA,
1415022,5150126,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,DERECHO,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,DERECHO,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FISICA,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,FISICA,UNICO
1416023,5160134,,GRADO,PROFESORADO,FRANCES,
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,MATUTINO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1416023,5160134,,GRADO,PROFESORADO,ITALIANO,
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,MATUTINO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,LITERATURA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1416023,5160134,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1416023,5160134,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1416023,5160134,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,DERECHO,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL POR COMPLEMENTO,UNICO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,FISICA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1403024,5030332,,GRADO,PROFESORADO,FRANCES,
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1403024,5030332,,GRADO,PROFESORADO,ITALIANO,
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,LITERATURA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1403024,5030332,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1403024,5030332,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1403024,5030332,,GRADO,PROFESORADO,PORTUGUES,
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1403024,5030332,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1403024,5030332,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1403024,5030332,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1418025,5180160,PRESENCIAL,INTERMEDIO,TECNICATURA,ASISTENTE TECNICO EN PRIMERA INFANCIA,NOCTURNO
1418025,5180160,PRESENCIAL,INTERMEDIO,TECNICATURA,ASISTENTE TECNICO EN PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,NOCTURNO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1418025,5180160, ,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,DERECHO,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL POR COMPLEMENTO,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,FISICA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,FISICA,NOCTURNO
1418025,5180160,,GRADO,PROFESORADO,FRANCES,
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,NOCTURNO
